LT,KM,KT,LB,Price,Kota/Kab,Provinsi,Type
165,3,4,135,4.150.000.000,Batam Kota,Kepulauan Riau,Rumah
164,2,2,163,550.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
164,3,3,150,1.100.000.000,Pontianak Kota,Kalimantan Barat,Rumah
163,3,5,264,3.000.000.000,Medan Kota,Sumatra Utara,Rumah
163,5,4,0,3.500.000.000,Tangerang Selatan Kota,Banten,Rumah
163,2,3,130,750.000.000,Padang Kota,Sumatra Barat,Rumah
163,5,4,163,3.500.000.000,Tangerang Selatan Kota,Banten,Rumah
163,3,3,120,650.000.000,Pekanbaru Kota,Riau,Rumah
163,3,3,120,1.100.000.000,Pekanbaru Kota,Riau,Rumah
162,2,4,150,2.700.000.000,Surabaya Kota,Jawa Timur,Rumah
162,2,3,88,920.000.000,Medan Kota,Sumatra Utara,Rumah
162,3,3,216,2.000.000.000,Medan Kota,Sumatra Utara,Rumah
162,3,3,238,3.700.000.000,Tangerang Kab.,Banten,Rumah
162,2,4,138,610.000.000,Palembang Kota,Sumatra Selatan,Rumah
162,1,3,120,1.100.000.000,Surakarta Kota,Jawa Tengah,Rumah
162,1,3,97,2.290.000.000,Bandung Barat Kab.,Jawa Barat,Rumah
162,1,2,70,500.000.000,Manado Kota,Sulawesi Utara,Rumah
162,4,5,162,2.200.000.000,Makassar Kota,Sulawesi Selatan,Rumah
162,4,4,200,1.450.000.000,Batam Kota,Kepulauan Riau,Rumah
162,2,4,150,850.000.000,Samarinda Kota,Kalimantan Timur,Rumah
162,1,2,50,400.000.000,Banjarbaru Kota,Kalimantan Selatan,Rumah
162,2,3,100,550.000.000,Pontianak Kota,Kalimantan Barat,Rumah
162,2,3,120,550.000.000,Pontianak Kota,Kalimantan Barat,Rumah
161,2,3,161,3.200.000.000,Bekasi Kota,Jawa Barat,Rumah
161,3,3,141,3.000.000.000,Batam Kota,Kepulauan Riau,Rumah
161,2,3,110,735.000.000,Pontianak Kota,Kalimantan Barat,Rumah
160,2,3,100,1.150.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
160,2,3,162,550.000.000,Pontianak Kota,Kalimantan Barat,Rumah
160,3,4,180,4.500.000.000,Jakarta Selatan,Jakarta D.K.I.,Rumah
160,3,3,160,690.000.000,Deli Serdang Kab.,Sumatra Utara,Rumah
160,4,5,200,4.500.000.000,Surabaya Kota,Jawa Timur,Rumah
160,4,4,220,3.000.000.000,Bekasi Kota,Jawa Barat,Rumah
160,1,2,70,550.000.000,Pontianak Kota,Kalimantan Barat,Rumah
160,1,4,160,2.100.000.000,Palembang Kota,Sumatra Selatan,Rumah
160,2,3,80,550.000.000,Banda Aceh Kota,Aceh D.I.,Rumah
160,3,4,180,3.950.000.000,Jakarta Selatan,Jakarta D.K.I.,Rumah
160,4,4,888,7.000.000.000,Medan Kota,Sumatra Utara,Rumah
160,1,2,62,530.000.000,Bireuen Kab.,Aceh D.I.,Rumah
160,3,3,160,6.900.000.000,Kab. Badung,Bali,Rumah
160,2,3,80,600.000.000,Banda Aceh Kota,Aceh D.I.,Rumah
160,4,4,160,650.000.000,Pariaman Kota,Sumatra Barat,Rumah
160,2,3,120,600.000.000,Palembang Kota,Sumatra Selatan,Rumah
160,2,5,340,2.100.000.000,Padang Kota,Sumatra Barat,Rumah
160,3,3,240,7.000.000.000,Jakarta Utara,Jakarta D.K.I.,Rumah
160,3,3,160,1.500.000.000,Sukoharjo Kab.,Jawa Tengah,Rumah
160,4,4,120,1.675.000.000,Tangerang Kota,Banten,Rumah
160,4,4,360,4.000.000.000,Padang Kota,Sumatra Barat,Rumah
160,2,3,100,650.000.000,Tangerang Kota,Banten,Rumah
160,4,4,165,1.980.000.000,Pekanbaru Kota,Riau,Rumah
160,1,2,50,380.000.000,Pekanbaru Kota,Riau,Rumah
160,3,4,100,1.700.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
160,2,3,96,2.000.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
160,1,2,120,855.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
160,1,3,130,2.000.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
160,1,3,100,850.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
160,2,3,104,2.000.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
160,2,2,80,199.000.000,Banjarbaru Kota,Kalimantan Selatan,Rumah
160,1,2,64,15.000.000,Banjarbaru Kota,Kalimantan Selatan,Rumah
160,1,2,36,200.000.000,Banjarbaru Kota,Kalimantan Selatan,Rumah
160,2,3,146,850.000.000,Banjarbaru Kota,Kalimantan Selatan,Rumah
160,1,2,42,130.000.000,Banjarbaru Kota,Kalimantan Selatan,Rumah
160,4,5,210,1.900.000.000,Pontianak Kota,Kalimantan Barat,Rumah
160,2,4,240,675.000.000,Pontianak Kota,Kalimantan Barat,Rumah
160,1,2,160,350.000.000,Kubu Raya Kab.,Kalimantan Barat,Rumah
160,2,2,150,450.000.000,Pontianak Kota,Kalimantan Barat,Rumah
160,3,3,120,2.500.000.000,Semarang Kota,Jawa Tengah,Rumah
160,4,4,190,2.900.000.000,Surabaya Kota,Jawa Timur,Rumah
159,4,4,477,2.800.000.000,Palembang Kota,Sumatra Selatan,Rumah
159,2,3,235,1.100.000.000,Padang Kota,Sumatra Barat,Rumah
159,3,4,150,1.500.000.000,Surakarta Kota,Jawa Tengah,Rumah
159,4,4,260,2.980.000.000,Batam Kota,Kepulauan Riau,Rumah
159,2,2,89,323.000.000.000,Banjarbaru Kota,Kalimantan Selatan,Rumah
158,3,4,90,900.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
158,3,3,140,3.500.000.000,Surabaya Kota,Jawa Timur,Rumah
158,2,3,150,950.000.000,Palembang Kota,Sumatra Selatan,Rumah
158,2,2,90,2.600.000.000,Gianyar Kab.,Bali,Rumah
158,2,3,95,595.000.000,Bandar Lampung Kota,Lampung,Rumah
157,5,4,170,2.250.000.000,Bogor Kota,Jawa Barat,Rumah
157,2,3,157,800.000.000,Padang Kota,Sumatra Barat,Rumah
157,1,2,45,300.000.000,Banjarbaru Kota,Kalimantan Selatan,Rumah
157,2,2,80,1.300.000.000,Banjar Kab.,Kalimantan Selatan,Rumah
157,2,3,180,500.000.000,Pontianak Kota,Kalimantan Barat,Rumah
157,2,2,157,740.000.000,Kubu Raya Kab.,Kalimantan Barat,Rumah
157,2,2,157,740.000.000,Kubu Raya Kab.,Kalimantan Barat,Rumah
157,1,2,45,350.000.000,Kubu Raya Kab.,Kalimantan Barat,Rumah
156,1,2,80,640.000.000,Palembang Kota,Sumatra Selatan,Rumah
156,4,3,288,7.400.000.000,Simeulue Kab.,Aceh D.I.,Rumah
155,1,2,55,385.000.000,Aceh Besar Kab.,Aceh D.I.,Rumah
155,2,2,55,570.000.000,Pekanbaru Kota,Riau,Rumah
155,2,4,82,1.800.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
154,2,2,62,650.000.000,Banda Aceh Kota,Aceh D.I.,Rumah
154,3,3,141,2.200.000.000,Musi Banyuasin Kab.,Sumatra Selatan,Rumah
154,3,5,160,1.500.000.000,Palembang Kota,Sumatra Selatan,Rumah
154,2,2,62,650.000.000,Banda Aceh Kota,Aceh D.I.,Rumah
154,5,5,250,915.000.000,Pekanbaru Kota,Riau,Rumah
154,3,3,80,960.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
154,2,3,120,450.000.000,Surakarta Kota,Jawa Tengah,Rumah
154,1,1,36,175.000.000,Kubu Raya Kab.,Kalimantan Barat,Rumah
154,5,5,154,2.250.000.000,Pontianak Kota,Kalimantan Barat,Rumah
154,2,3,112,575.000.000,Pontianak Kota,Kalimantan Barat,Rumah
153,3,4,216,5.800.000.000,Jakarta Utara,Jakarta D.K.I.,Rumah
153,3,3,210,3.650.000.000,Tangerang Kota,Banten,Rumah
153,1,4,257,950.000.000,Pontianak Kota,Kalimantan Barat,Rumah
153,4,4,120,1.786.250.000,Pekanbaru Kota,Riau,Rumah
153,4,3,110,685.000.000,Bandar Lampung Kota,Lampung,Rumah
153,2,3,51,850.000.000,Batam Kota,Kepulauan Riau,Rumah
153,2,2,65,310.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
153,2,3,100,690.000.000,Pontianak Kota,Kalimantan Barat,Rumah
153,1,2,376,650.000.000,Bandar Lampung Kota,Lampung,Rumah
152,2,2,60,1.300.000.000,Banyumas Kab.,Jawa Tengah,Rumah
152,2,3,70,600.000.000,Pekanbaru Kota,Riau,Rumah
152,2,4,200,850.000.000,Bandar Lampung Kota,Lampung,Rumah
152,2,2,100,1.500.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
151,5,4,187,1.500.000.000,Palembang Kota,Sumatra Selatan,Rumah
151,1,2,36,190.000.000,Pontianak Kota,Kalimantan Barat,Rumah
150,1,1,40,84.000.000,Pontianak Kota,Kalimantan Barat,Rumah
150,3,4,150,610.000.000,Tangerang Kota,Banten,Rumah
150,3,4,450,4.500.000.000,Tangerang Kota,Banten,Rumah
150,1,3,58,950.000.000,Makassar Kota,Sulawesi Selatan,Rumah
150,3,3,215,2.800.000.000,Kab. Badung,Bali,Rumah
150,1,2,50,495.000.000,Banda Aceh Kota,Aceh D.I.,Rumah
150,4,6,300,2.700.000.000,Karanganyar Kab.,Jawa Tengah,Rumah
150,3,3,250,990.000.000,Palembang Kota,Sumatra Selatan,Rumah
150,2,3,200,1.300.000.000,Palembang Kota,Sumatra Selatan,Rumah
150,3,3,200,770.000.000,Padang Kota,Sumatra Barat,Rumah
150,2,5,100,1.150.000.000,Palembang Kota,Sumatra Selatan,Rumah
150,3,3,300,5.000.000.000,Denpasar Kota,Bali,Rumah
150,3,2,70,3.300.000.000,Kab. Badung,Bali,Rumah
150,3,3,130,3.900.000.000,Kab. Badung,Bali,Rumah
150,4,4,218,5.687.843.000,Kab. Badung,Bali,Rumah
150,2,3,112,1.020.000.000,Manado Kota,Sulawesi Utara,Rumah
150,3,3,240,780.000.000,Padang Kota,Sumatra Barat,Rumah
150,3,3,135,1.850.000.000,Kab. Badung,Bali,Rumah
150,1,1,80,2.500.000.000,Simeulue Kab.,Aceh D.I.,Rumah
150,2,3,75,695.000.000,Pekanbaru Kota,Riau,Rumah
150,1,3,67,629.000.000,Manado Kota,Sulawesi Utara,Rumah
150,4,4,183,3.689.000.000,Tangerang Kota,Banten,Rumah
150,3,5,100,1.000.000.000,Tangerang Kota,Banten,Rumah
150,1,2,64,495.000.000,Banda Aceh Kota,Aceh D.I.,Rumah
150,3,4,180,1.750.000.000,Padang Kota,Sumatra Barat,Rumah
150,3,4,200,1.380.000.000,Karanganyar Kab.,Jawa Tengah,Rumah
150,2,2,100,1.400.000.000,Surabaya Kota,Jawa Timur,Rumah
150,2,2,70,450.000.000,Pekanbaru Kota,Riau,Rumah
150,1,3,250,2.500.000.000,Surakarta Kota,Jawa Tengah,Rumah
150,1,2,50,380.000.000,Pekanbaru Kota,Riau,Rumah
150,2,3,70,1.262.000.000,Manado Kota,Sulawesi Utara,Rumah
150,2,3,120,650.000.000,Pekanbaru Kota,Riau,Rumah
150,1,2,90,990.000.000,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah
150,2,3,90,750.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
150,2,3,150,420.000.000,Lombok Tengah Kab.,Nusa Tenggara Barat,Rumah
150,1,4,150,350.000.000,Bandar Lampung Kota,Lampung,Rumah
150,3,3,120,2.250.000.000,Bandar Lampung Kota,Lampung,Rumah
150,3,4,110,695.000.000,Bandar Lampung Kota,Lampung,Rumah
150,1,3,95,1.600.000.000,Batam Kota,Kepulauan Riau,Rumah
150,2,3,120,1.590.000.000,Batam Kota,Kepulauan Riau,Rumah
150,2,3,240,1.350.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
150,1,2,72,400.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
150,5,5,187,5.000.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
150,2,2,66,115.000.000,Barito Kuala Kab.,Kalimantan Selatan,Rumah
150,1,2,45,300.000.000,Banjarbaru Kota,Kalimantan Selatan,Rumah
150,2,3,100,600.000.000,Banjarbaru Kota,Kalimantan Selatan,Rumah
150,1,2,70,375.000.000,Banjarbaru Kota,Kalimantan Selatan,Rumah
150,1,2,36,25.000.000,Barito Kuala Kab.,Kalimantan Selatan,Rumah
150,2,4,150,550.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
150,1,2,50,35.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
150,2,2,150,580.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
150,3,3,110,700.000.000,Banjarbaru Kota,Kalimantan Selatan,Rumah
150,2,3,120,950.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
149,2,3,0,650.000.000,Pekanbaru Kota,Riau,Rumah
149,2,2,60,450.200.000,Bandar Lampung Kota,Lampung,Rumah
149,4,4,135,950.000.000,Bandar Lampung Kota,Lampung,Rumah
149,2,4,100,700.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
148,4,4,180,1.800.000.000,Padang Kota,Sumatra Barat,Rumah
148,2,2,135,3.550.000.000,Kab. Badung,Bali,Rumah
148,4,4,180,1.800.000.000,Pesisir Selatan Kab.,Sumatra Barat,Rumah
148,3,3,142,2.942.000.000,Manado Kota,Sulawesi Utara,Rumah
148,2,3,90,600.000.000,Bandar Lampung Kota,Lampung,Rumah
148,4,3,187,2.300.000.000,Batam Kota,Kepulauan Riau,Rumah
148,3,3,120,675.000.000,Banjarbaru Kota,Kalimantan Selatan,Rumah
148,3,3,120,675.000.000,Banjarbaru Kota,Kalimantan Selatan,Rumah
148,4,3,187,2.200.000.000,Batam Kota,Kepulauan Riau,Rumah
147,2,3,112,465.000.000,Deli Serdang Kab.,Sumatra Utara,Rumah
147,3,8,250,1.900.000.000,Aceh Besar Kab.,Aceh D.I.,Rumah
147,1,2,45,600.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
147,2,2,88,590.000.000,Bandar Lampung Kota,Lampung,Rumah
147,1,2,36,350.000.000,Batam Kota,Kepulauan Riau,Rumah
146,2,2,80,600.000.000,Palembang Kota,Sumatra Selatan,Rumah
146,2,2,60,580.000.000,Banda Aceh Kota,Aceh D.I.,Rumah
146,2,5,156,1.400.000.000,Padang Kota,Sumatra Barat,Rumah
146,1,2,45,350.000.000,Banda Aceh Kota,Aceh D.I.,Rumah
146,2,4,95,520.000.000,Medan Kota,Sumatra Utara,Rumah
146,1,2,77,495.000.000,Semarang Kota,Jawa Tengah,Rumah
146,2,4,105,850.000.000,Manado Kota,Sulawesi Utara,Rumah
146,2,3,120,650.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
145,2,2,70,1.318.000.000,Padang Kota,Sumatra Barat,Rumah
145,2,3,120,1.900.000.000,Jakarta Timur,Jakarta D.K.I.,Rumah
145,2,2,110,2.400.000.000,Gianyar Kab.,Bali,Rumah
145,2,3,85,650.000.000,Pekanbaru Kota,Riau,Rumah
145,3,3,100,595.000.000,Pekanbaru Kota,Riau,Rumah
145,2,3,85,595.000.000,Pekanbaru Kota,Riau,Rumah
145,3,3,100,790.000.000,Pekanbaru Kota,Riau,Rumah
145,1,2,100,650.000.000,Pekanbaru Kota,Riau,Rumah
145,1,2,73,550.000.000,Pekanbaru Kota,Riau,Rumah
145,2,2,135,1.750.000.000,Batam Kota,Kepulauan Riau,Rumah
145,2,3,200,390.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
145,1,2,47,245.000.000,Banjarbaru Kota,Kalimantan Selatan,Rumah
144,4,4,168,4.600.000.000,Medan Kota,Sumatra Utara,Rumah
144,3,3,204,4.300.000.000,Medan Kota,Sumatra Utara,Rumah
144,6,5,277,7.300.000.000,Tangerang Selatan Kota,Banten,Rumah
144,3,3,100,800.000.000,Palembang Kota,Sumatra Selatan,Rumah
144,2,3,144,2.250.000.000,Surabaya Kota,Jawa Timur,Rumah
144,2,3,72,2.500.000.000,Jakarta Selatan,Jakarta D.K.I.,Rumah
144,4,3,0,3.590.000.000,Tangerang Kota,Banten,Rumah
144,2,3,72,2.500.000.000,Medan Kota,Sumatra Utara,Rumah
144,3,5,144,1.500.000.000,Tangerang Selatan Kota,Banten,Rumah
144,2,3,105,1.851.084.000,Manado Kota,Sulawesi Utara,Rumah
144,3,4,140,1.700.000.000,Bekasi Kab.,Jawa Barat,Rumah
144,1,2,45,350.000.000,Padang Kota,Sumatra Barat,Rumah
144,2,3,128,1.600.000.000,Palembang Kota,Sumatra Selatan,Rumah
144,3,4,144,850.000.000,Padang Kota,Sumatra Barat,Rumah
144,4,3,144,3.300.000.000,Medan Kota,Sumatra Utara,Rumah
144,2,3,72,2.500.000.000,Medan Kota,Sumatra Utara,Rumah
144,2,3,98,2.200.000.000,Semarang Kota,Jawa Tengah,Rumah
144,3,4,200,2.500.000.000,Semarang Kota,Jawa Tengah,Rumah
144,2,2,80,1.900.000.000,Semarang Kota,Jawa Tengah,Rumah
144,2,3,105,2.000.000.000,Manado Kota,Sulawesi Utara,Rumah
144,2,3,106,980.000.000,Pekanbaru Kota,Riau,Rumah
144,3,4,250,4.200.000.000,Medan Kota,Sumatra Utara,Rumah
144,3,4,128,2.000.000.000,Makassar Kota,Sulawesi Selatan,Rumah
144,3,4,184,6.500.000.000,Makassar Kota,Sulawesi Selatan,Rumah
144,2,3,101,1.100.005.000,Pekanbaru Kota,Riau,Rumah
144,3,3,88,1.700.000.000,Batam Kota,Kepulauan Riau,Rumah
144,3,4,174,2.340.000.000,Batam Kota,Kepulauan Riau,Rumah
144,1,2,70,1.050.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
144,1,2,70,1.050.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
144,2,3,80,1.300.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
144,3,4,140,2.700.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
144,2,3,130,2.200.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
144,2,2,70,450.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
143,5,10,200,1.600.000.000,Gresik Kab.,Jawa Timur,Rumah
143,2,3,90,890.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
143,2,3,60,874.952.114,Bogor Kab.,Jawa Barat,Rumah
143,4,5,430,4.800.000.000,Makassar Kota,Sulawesi Selatan,Rumah
143,4,3,110,675.000.000,Pekanbaru Kota,Riau,Rumah
143,3,4,70,850.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
143,2,2,156,900.000.000,Pontianak Kota,Kalimantan Barat,Rumah
142,3,3,180,2.454.777.000,Manado Kota,Sulawesi Utara,Rumah
142,3,4,150,1.350.000.000,Medan Kota,Sumatra Utara,Rumah
142,2,5,180,1.500.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
142,3,2,212,6.300.000.000,Simeulue Kab.,Aceh D.I.,Rumah
141,2,10,120,495.000.000,Sawahlunto Kota,Sumatra Barat,Rumah
140,2,3,168,500.000.000,Pontianak Kota,Kalimantan Barat,Rumah
140,1,2,45,270.000.000,Aceh Timur Kab.,Aceh D.I.,Rumah
140,1,1,0,700.000.000,Bogor Kota,Jawa Barat,Rumah
140,3,5,503,3.100.000.000,Palembang Kota,Sumatra Selatan,Rumah
140,3,3,136,1.900.000.000,Palembang Kota,Sumatra Selatan,Rumah
140,2,3,65,580.000.000,Banda Aceh Kota,Aceh D.I.,Rumah
140,2,3,140,830.000.000,Padang Kota,Sumatra Barat,Rumah
140,2,4,120,650.000.000,Padang Kota,Sumatra Barat,Rumah
140,3,3,110,700.000.000,Padang Kota,Sumatra Barat,Rumah
140,2,3,80,700.000.000,Padang Kota,Sumatra Barat,Rumah
140,2,2,105,800.000.000,Palembang Kota,Sumatra Selatan,Rumah
140,3,4,120,760.000.000,Pekanbaru Kota,Riau,Rumah
140,1,2,45,380.000.000,Pekanbaru Kota,Riau,Rumah
140,3,3,167,2.400.000.000,Makassar Kota,Sulawesi Selatan,Rumah
140,2,3,85,625.000.000,Pekanbaru Kota,Riau,Rumah
140,1,2,100,565.000.000,Pekanbaru Kota,Riau,Rumah
140,2,3,100,1.300.000.000,Pekanbaru Kota,Riau,Rumah
140,1,3,140,1.500.000.000,Bima Kab.,Nusa Tenggara Barat,Rumah
140,1,2,275,600.500.000,Bandar Lampung Kota,Lampung,Rumah
140,3,4,120,1.600.000.000,Samarinda Kota,Kalimantan Timur,Rumah
140,3,3,190,1.850.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
140,1,2,140,185.000.000,Banjarbaru Kota,Kalimantan Selatan,Rumah
140,1,2,36,185.000.000,Banjarbaru Kota,Kalimantan Selatan,Rumah
140,2,3,150,2.300.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
140,1,2,38,65.000.000,Banjarbaru Kota,Kalimantan Selatan,Rumah
140,1,2,36,235.000.000,Banjar Kab.,Kalimantan Selatan,Rumah
140,2,3,120,820.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
140,2,2,195,950.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
140,2,4,108,450.000.000,Pontianak Kota,Kalimantan Barat,Rumah
140,2,3,100,550.000.000,Pekanbaru Kota,Riau,Rumah
139,2,3,100,700.000.000,Padang Kota,Sumatra Barat,Rumah
139,2,3,1,430.000.000,Klaten Kab.,Jawa Tengah,Rumah
139,2,3,100,585.000.000,Padang Kota,Sumatra Barat,Rumah
139,2,2,144,344.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
139,1,2,139,345.000.000,Yogyakarta Kota,Yogyakarta D.I.,Rumah
139,2,2,100,1.650.000.000,Sukoharjo Kab.,Jawa Tengah,Rumah
139,2,2,139,600.000.000,Medan Kota,Sumatra Utara,Rumah
139,1,3,200,344.000.000,Yogyakarta Kota,Yogyakarta D.I.,Rumah
138,1,2,36,71.000.000,Kubu Raya Kab.,Kalimantan Barat,Rumah
138,2,2,138,2.300.300.000,Gianyar Kab.,Bali,Rumah
138,2,2,64,715.000.000,Padang Kota,Sumatra Barat,Rumah
138,2,3,108,750.000.000,Pekanbaru Kota,Riau,Rumah
138,2,2,70,725.000.000,Padang Kota,Sumatra Barat,Rumah
138,1,2,60,450.000.000,Banda Aceh Kota,Aceh D.I.,Rumah
138,2,3,76,66.500.000,Bandar Lampung Kota,Lampung,Rumah
138,2,3,80,620.000.000,Bandar Lampung Kota,Lampung,Rumah
137,4,4,137,3.800.000.000,Tangerang Kota,Banten,Rumah
137,3,3,250,1.700.000.000,Majalengka Kab.,Jawa Barat,Rumah
137,2,2,60,450.000.000,Lima Puluh Kota Kab.,Sumatra Barat,Rumah
137,2,3,100,800.000.000,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah
136,9,9,200,2.500.000.002,Aceh Besar Kab.,Aceh D.I.,Rumah
136,3,3,150,500.000.000,Padang Kota,Sumatra Barat,Rumah
136,4,3,200,2.700.000.000,Kab. Badung,Bali,Rumah
136,1,2,136,650.000.000,Padang Pariaman Kab.,Sumatra Barat,Rumah
136,2,2,172,4.980.000.000,Kab. Badung,Bali,Rumah
136,3,3,142,3.150.000.000,Semarang Kota,Jawa Tengah,Rumah
136,1,4,150,2.100.000.000,Bogor Kab.,Jawa Barat,Rumah
136,2,3,70,385.000.000,Pekanbaru Kota,Riau,Rumah
136,3,3,90,550.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
136,2,2,90,1.350.000.000,Batam Kota,Kepulauan Riau,Rumah
136,3,3,120,2.400.000.000,Batam Kota,Kepulauan Riau,Rumah
136,4,4,220,2.450.000.000,Batam Kota,Kepulauan Riau,Rumah
136,3,3,98,2.000.000.000,Batam Kota,Kepulauan Riau,Rumah
136,3,4,190,1.900.000.000,Surabaya Kota,Jawa Timur,Rumah
135,5,4,210,3.950.000.000,Surabaya Kota,Jawa Timur,Rumah
135,1,2,100,130.000.000,Kubu Raya Kab.,Kalimantan Barat,Rumah
135,5,5,225,2.350.000.000,Bandung Kota,Jawa Barat,Rumah
135,4,5,400,3.500.000.000,Aceh Besar Kab.,Aceh D.I.,Rumah
135,2,3,100,1.900.000.000,Gowa Kab.,Sulawesi Selatan,Rumah
135,4,5,160,2.400.000.000,Surabaya Kota,Jawa Timur,Rumah
135,2,2,100,650.000.000,Palembang Kota,Sumatra Selatan,Rumah
135,3,2,160,1.100.000.000,Musi Banyuasin Kab.,Sumatra Selatan,Rumah
135,1,2,50,380.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
135,2,3,100,700.000.000,Padang Kota,Sumatra Barat,Rumah
135,2,2,80,350.000.000,Kampar Kab.,Riau,Rumah
135,2,3,120,910.000.000,Palembang Kota,Sumatra Selatan,Rumah
135,3,4,135,650.000.000,Padang Kota,Sumatra Barat,Rumah
135,1,2,45,488.000.000,Banda Aceh Kota,Aceh D.I.,Rumah
135,5,5,1,3.000.000.000,Tangerang Selatan Kota,Banten,Rumah
135,2,4,151,1.500.000.000,Aceh Besar Kab.,Aceh D.I.,Rumah
135,2,3,99,625.000.000,Manado Kota,Sulawesi Utara,Rumah
135,2,3,120,1.300.000.000,Makassar Kota,Sulawesi Selatan,Rumah
135,3,3,75,730.000.000,Pekanbaru Kota,Riau,Rumah
135,3,2,125,750.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
135,2,2,0,450.000.000,Bandar Lampung Kota,Lampung,Rumah
135,2,2,100,449.000.000,Bandar Lampung Kota,Lampung,Rumah
135,2,3,120,470.000.000,Lampung Selatan Kab.,Lampung,Rumah
135,2,1,190,1.420.000.000,Batam Kota,Kepulauan Riau,Rumah
135,3,3,170,2.350.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
135,4,4,170,2.350.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
135,4,1,170,2.350.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
135,2,3,100,890.000.000,Samarinda Kota,Kalimantan Timur,Rumah
135,1,2,65,210.000.000,Banjarbaru Kota,Kalimantan Selatan,Rumah
135,1,2,65,450.000.000,Pontianak Kota,Kalimantan Barat,Rumah
135,1,2,108,195.000.000,Pontianak Kota,Kalimantan Barat,Rumah
135,3,3,96,2.080.000.000,Batam Kota,Kepulauan Riau,Rumah
135,2,3,135,670.000.000,Banjarbaru Kota,Kalimantan Selatan,Rumah
134,2,3,80,650.000.000,Palembang Kota,Sumatra Selatan,Rumah
134,2,2,140,1.461.000.000,Tabanan Kab.,Bali,Rumah
134,4,7,219,18.000.000,Jakarta Timur,Jakarta D.K.I.,Rumah
134,2,2,52,1.200.000.000,Pontianak Kota,Kalimantan Barat,Rumah
134,2,3,134,1.100.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
134,2,2,75,1.997.000.000,Kab. Badung,Bali,Rumah
134,3,8,125,435.000.000,Pekanbaru Kota,Riau,Rumah
134,1,1,60,260.000.000,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah
134,2,2,105,1.350.000.000,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah
133,4,3,250,3.700.000.000,Tangerang Selatan Kota,Banten,Rumah
133,1,2,47,425.000.000,Palembang Kota,Sumatra Selatan,Rumah
133,2,2,133,1.650.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
133,1,2,91,400.000.000,Padang Kota,Sumatra Barat,Rumah
133,3,3,120,800.000.000,Pontianak Kota,Kalimantan Barat,Rumah
133,2,3,133,1.300.000.000,Makassar Kota,Sulawesi Selatan,Rumah
133,2,3,70,854.000.000,Pekanbaru Kota,Riau,Rumah
133,2,2,72,630.000.000,Pekanbaru Kota,Riau,Rumah
133,2,3,80,230.000.000,Bandar Lampung Kota,Lampung,Rumah
